Author,Title,Era,Locus,Text,Poetry/Prose
"Cicero","De Senectute","Republic","","...neque ea solum claris et honoratis viris, sed in vita etiam privata et quieta. Sophocles ad summam senectutem tragoedias fecit; quod propter studium cum rem neglegere familiarem...","Poetry"
"Cicero","De Senectute","Republic","","...credo, sed ne desideratio quidem; nihil autem est molestum quod non desideres. bene Sophocles, cum ex eo quidam iam affecto aetate quaereret, utereturne rebus veneriis, di meliora!...","Poetry"
"Cicero","Tusculanae Disputationes","Republic","","...ite et sedato/ nisu Ne su/ccussu arripia/t maior Dolor (Pacuvius hoc melius quam Sophocles;","Poetry"
"Cicero","Tusculanae Disputationes, Book 2","Republic","","...ite et sedato/ nisu Ne su/ccussu arripia/t maior Dolor (Pacuvius hoc melius quam Sophocles;","Poetry"
"Horace","Epistles","Augustan","","quid Sophocles et Thespis et Aeschylus utile ferrent.","Poetry"
"Valerius Maximus","Facta Et Dicta Memorabilia","Early Imperial","","Sophocles autem aetate iam senior, cum ab eo quidam quaereret an etiam nunc rebus ueneriis uteretur, 'di meliora!' inquit: 'libenter enim istinc tamquam ex aliqua furiosa profugi dominatione'.","Poetry"
"Valerius Maximus","Facta Et Dicta Memorabilia","Early Imperial","","Sophocles quoque gloriosum cum rerum natura certamen habuit, tam benigne mirifica illi opera...","Poetry"
"Valerius Maximus","Facta Et Dicta Memorabilia","Early Imperial","","Sicut illi excessus inlustrium poetarum et moribus et operibus indignissimi: Sophocles ultimae iam senectutis, cum in certamen tragoediam  demisisset, ancipiti sententiarum euentu diu sollicitus, aliquando tamen una sententia uictor causam mortis gaudium habuit.","Poetry"
"Seneca","Quaestiones Naturales","Early Imperial","","...ad Nilum usque decurrere. In eadem opinione omnis uetustas fuit: hoc Aeschylus, Sophocles, Euripides tradunt. Sed falsum esse argumentis pluribus patet.","Poetry"
"Pliny The Elder","Naturalis Historia","Early Imperial","","...toto orbe terrarum potentissima, ita tamen ut ante mortem eius annis fere cxlv sophocles poeta in fabula triptolemo frumentum italicum ante cuncta laudaverit, ad verbum...","Poetry"
"Pliny The Elder","Naturalis Historia, Book 4","Early Imperial","","...toto orbe terrarum potentissima, ita tamen ut ante mortem eius annis fere cxlv sophocles poeta in fabula triptolemo frumentum italicum ante cuncta laudaverit, ad verbum...","Poetry"
"Pliny The Elder","Naturalis Historia","Early Imperial","","...eius adscribi. sed me contra sententias eorum gravissimi viri auctoritas movet, sophocles enim poeta venenatum id dicit, simos quoque ex medicis, decocti aut contriti sucum...","Poetry"
"Pliny The Elder","Naturalis Historia, Book 5","Early Imperial","","...eius adscribi. sed me contra sententias eorum gravissimi viri auctoritas movet, sophocles enim poeta venenatum id dicit, simos quoque ex medicis, decocti aut contriti sucum...","Poetry"
"Pliny The Elder","Naturalis Historia","Early Imperial","","...quoniam et ibi nascatur; alios putare in numidia ex limo gigni. super omnes est sophocles poeta tragicus, quod equidem miror, cum tanta gravitas  ei cothurni sit, praeterea...","Poetry"
"Pliny The Elder","Naturalis Historia, Book 7","Early Imperial","","...quoniam et ibi nascatur; alios putare in numidia ex limo gigni. super omnes est sophocles poeta tragicus, quod equidem miror, cum tanta gravitas  ei cothurni sit, praeterea...","Poetry"
"Pliny The Elder","Naturalis Historia","Early Imperial","","...nos cum dilectu modum servabimus. gaudio obiere praeter chilonem, de quo diximus, sophocles et  dionysius siciliae tyrannus, uterque accepto tragicae victoriae nuntio, mater...","Poetry"
"Pliny The Elder","Naturalis Historia, Book 2","Early Imperial","","...nos cum dilectu modum servabimus. gaudio obiere praeter chilonem, de quo diximus, sophocles et  dionysius siciliae tyrannus, uterque accepto tragicae victoriae nuntio, mater...","Poetry"
"Quintilian","Institutio Oratoria","Early Imperial","","sed longe clarius illustraverunt hoc opus Sophocles atque Euripides, quorum in dispari dicendi via uter sit poeta melior, inter plurimos...","Poetry"
"Quintilian","Institutio Oratoria, Book 10","Early Imperial","","sed longe clarius illustraverunt hoc opus Sophocles atque Euripides, quorum in dispari dicendi via uter sit poeta melior, inter plurimos...","Poetry"
"Apuleius","Apologia","Later Imperial","","Sophocles poeta Euripidi aemulus et superstes, uixit enim ad extremam senectam, cum igitur...","Poetry"
"Gellius","Attic Nights, Book 13","Later Imperial","","Quod quidem nos admodum miramur; nam scriptum eum legimus in tragoedia Sophocli quae inscripta est αἴας λοκρός, prior autem natus fuit Sophocles quam Euripides.","Poetry"
"Gellius","Attic Nights","Later Imperial","","Quod quidem nos admodum miramur; nam scriptum eum legimus in tragoedia Sophocli quae inscripta est αἴας λοκρός, prior autem natus fuit Sophocles quam Euripides.","Poetry"
"Gellius","Attic Nights, Book 17","Later Imperial","","In hoc tempore nobiles celebresque erant Sophocles ac deinde Euripides tragici poetae et Hippocrates medicus et philosophus Democritus, quibus Socrates Atheniensis natu quidem posterior fuit, sed quibusdam temporibus isdem vixerunt.","Poetry"
"Gellius","Attic Nights","Later Imperial","","In hoc tempore nobiles celebresque erant Sophocles ac deinde Euripides tragici poetae et Hippocrates medicus et philosophus Democritus, quibus Socrates Atheniensis natu quidem posterior fuit, sed quibusdam temporibus isdem vixerunt.","Poetry"
"Tertullian","De Anima","Late Antique","","...ab Achille curatur in somniis. coronam auream cum ex arce Athenae perdidissent, Sophocles tragicus somniando redinuenit. Neoptolemus tragoedus apud Roeteum Troiae et sepulchrum...","Poetry"
"Arnobius","Adversus Nationes","Late Antique","","...Martem? non Epicharmus auctor uester? quis in Thraciae finibus procreatum? non Sophocles Atticus cunctis consentientibus theatris? quis mensibus in Arcadia tribus et decem...","Poetry"
"Arnobius","Adversus Nationes, Book 4","Late Antique","","...Martem? non Epicharmus auctor uester? quis in Thraciae finibus procreatum? non Sophocles Atticus cunctis consentientibus theatris? quis mensibus in Arcadia tribus et decem...","Poetry"
"Arnobius Of Sicca","Adversus Nationes Libri Vii","Later Imperial","","...Martem? non Epicharmus auctor uester? quis in Thraciae finibus procreatum? non Sophocles Atticus cunctis consentientibus theatris? quis mensibus in Arcadia tribus et decem...","Poetry"
"Jerome","Epistulae","Late Antique","","Sophocles, cum propter nimiam senectutem et rei familiaris neglegentiam a filiis accusaretur amentiae, Oedipi fabulam, quam nuper scripserat.","Poetry"
"Jerome Saint","Epistulae","Late Antique","","Sophocles, cum propter nimiam senectutem et rei familiaris neglegentiam a filiis accusaretur...","Poetry"
"Macrobius","Saturnalia","Late Antique","","Haec Sophocles: quo auctore sine dubio Virgilius protulit aeneas falces.","Poetry"
"Macrobius","Saturnalia, Book 5","Late Antique","","Haec Sophocles: quo auctore sine dubio Virgilius protulit aeneas falces.","Poetry"
"Macrobius","Saturnalia","Late Antique","","...Διονυσαλεξάνδρῳ:Στολὴν δὲ δὴ τίν᾽ εἶχεν· τοῦτό μοι φράσον· Θύρσον κροκωτὸν ποικίλον καρχήσιον.Sophocles in fabula quae inscribitur Tyro:                             Πρὸς τήνδε μοι τράπεζαν...","Poetry"
"Macrobius","Saturnalia, Book 5","Late Antique","","...Διονυσαλεξάνδρῳ:Στολὴν δὲ δὴ τίν᾽ εἶχεν· τοῦτό μοι φράσον· Θύρσον κροκωτὸν ποικίλον καρχήσιον.Sophocles in fabula quae inscribitur Tyro:                             Πρὸς τήνδε μοι τράπεζαν...","Poetry"
"Salutati","De Laboribus Herculis","Renaissance","","...cogitarent, certamen ineunt et hostes pugna cruentissima superarunt. Testis est et Sophocles, qui et usque centesimum annum vite perveniens senex scripsit plurimas tragedias....","Poetry"
