Author,Title,Era,Locus,Text,Poetry/Prose
"Quintilian","Institutio Oratoria, Book 8","Early Imperial","","exquisitam vero figuram huius rei deprehendisse apud principem Lyricorum Pindarum videor id libro, quem inscripsit ὕμνους. is namque Herculis impetum adversus Meropas,...","Poetry"
"Martial","Epigrams, Book 8","Early Imperial","","Pindaricos nosset cum superare modos,","Poetry"
"Martial","Epigrams","Early Imperial","","Pindaricos nosset cum superare modos,","Poetry"
"Martialis","Epigrammata 8","Early Imperial","","Pindaricos nosset cum superare modos,","Poetry"
"Gellius","Attic Nights, Book 17","Later Imperial","","FAVORINUM philosophum, cum in hospitis sui Antiatem villam aestu anni concessisset nosque ad eum videndum Roma venissemus, memini super Pindaro poeta et Vergilio in hunc ferme modum disserere:","Poetry"
"Gellius","Attic Nights","Later Imperial","","FAVORINUM philosophum, cum in hospitis sui Antiatem villam aestu anni concessisset nosque ad eum videndum Roma venissemus, memini super Pindaro poeta et Vergilio in hunc ferme modum disserere:","Poetry"
"Gellius","Attic Nights, Book 17","Later Imperial","","Quid de versibus Vergilii Favorinus existumarit, quibus in describenda flagrantia montis Aetnae Pindarum poetam secutus est; conlataque ab eo super eadem re utriusque carmina et diiudicata.","Poetry"
"Gellius","Attic Nights","Later Imperial","","Quid de versibus Vergilii Favorinus existumarit, quibus in describenda flagrantia montis Aetnae Pindarum poetam secutus est; conlataque ab eo super eadem re utriusque carmina et diiudicata.","Poetry"
"Gellius","Attic Nights, Book 17","Later Imperial","","Iam principio, inquit, Pindarus, veritati magis obsecutus, id dixit quod res erat quodque istic usu veniebat quodque oculis videbatur, interdius fumare Aetnam, noctu flammigare;","Poetry"
"Gellius","Attic Nights","Later Imperial","","Iam principio, inquit, Pindarus, veritati magis obsecutus, id dixit quod res erat quodque istic usu veniebat quodque oculis videbatur, interdius fumare Aetnam, noctu flammigare;","Poetry"
"Gellius","Attic Nights, Book 17","Later Imperial","","Quod 'saxa' autem 'et scopulos eructari et erigi' eosdemque ipsos statim 'liquefieri et gemere atque glomerari sub auras' dixit, hoc, inquit, nec a Pindaro scriptum nec umquam fando auditum et omnium, quae monstra dicuntur, monstruosissimum est.","Poetry"
"Gellius","Attic Nights","Later Imperial","","Quod 'saxa' autem 'et scopulos eructari et erigi' eosdemque ipsos statim 'liquefieri et gemere atque glomerari sub auras' dixit, hoc, inquit, nec a Pindaro scriptum nec umquam fando auditum et omnium, quae monstra dicuntur, monstruosissimum est.","Poetry"
"Gellius","Attic Nights, Book 17","Later Imperial","","...et corrigi debuisse, is maxime locus est qui de monte Aetna factus est. Nam cum Pindari, veteris poetae, carmen quod de natura atque flagrantia montis eius compositum est, aemulari vellet, eiusmodi sententias et verba molitus est, ut Pindaro quoque ipso, qui nimis opima pinguique esse facundia existimatus est, insolentior...","Poetry"
"Gellius","Attic Nights","Later Imperial","","...et corrigi debuisse, is maxime locus est qui de monte Aetna factus est. Nam cum Pindari, veteris poetae, carmen quod de natura atque flagrantia montis eius compositum est, aemulari vellet, eiusmodi sententias et verba molitus est, ut Pindaro quoque ipso, qui nimis opima pinguique esse facundia existimatus est, insolentior...","Poetry"
"Gellius","Attic Nights, Book 17","Later Imperial","","Atque uti vosmet ipsos, inquit, eius quod dico arbitros faciam, carmen Pindari quod est super monte Aetna, quantulum est mihi memoriae, dicam:   τᾶς ἐρεύγονται...","Poetry"
"Gellius","Attic Nights","Later Imperial","","Atque uti vosmet ipsos, inquit, eius quod dico arbitros faciam, carmen Pindari quod est super monte Aetna, quantulum est mihi memoriae, dicam:   τᾶς ἐρεύγονται...","Poetry"
"Gellius","Attic Nights","Later Imperial","","Nam Homerus pueros puellasque eius bis senos dicit fuisse, Euripides bis septenos, Sappho bis novenos, Bacchylides et Pindarus bis denos, quidam alii scriptores tres fuisse solos dixerunt.","Poetry"
"Gellius","Attic Nights, Book 20","Later Imperial","","Nam Homerus pueros puellasque eius bis senos dicit fuisse, Euripides bis septenos, Sappho bis novenos, Bacchylides et Pindarus bis denos, quidam alii scriptores tres fuisse solos dixerunt.","Poetry"
"Tertullian","Apologeticum","Late Antique","","...addicit, ille Neptuni structorias operas Laomedonti locat. Est et ille de lyricis (Pindarum dico) qui Aescolapium canit avaritiae merito, quia medicinam nocenter exercebat,...","Poetry"
"Arnobius","Adversus Nationes, Book 4","Late Antique","","...exercuisse Vulcanum? numquid cupidinis atque auaritiae causa, sicut canit Boeotius Pindarus, Aesculapium fulminis transfixum esse telo? numquid Apollinem ditem factum eos ipsos...","Poetry"
"Arnobius","Adversus Nationes","Late Antique","","...exercuisse Vulcanum? numquid cupidinis atque auaritiae causa, sicut canit Boeotius Pindarus, Aesculapium fulminis transfixum esse telo? numquid Apollinem ditem factum eos ipsos...","Poetry"
"Arnobius Of Sicca","Adversus Nationes Libri Vii","Later Imperial","","...exercuisse Vulcanum? numquid cupidinis atque auaritiae causa, sicut canit Boeotius Pindarus, Aesculapium fulminis transfixum esse telo ? numquid Apollinem ditem factum eos...","Poetry"
"Ausonius","Ludus Septem Sapientum","Late Antique","","rebus creandis 3 dixi, ut vates Pindarus, 4","Poetry"
"Jerome","Epistulae","Late Antique","","Dauid, Simonides noster, Pindarus et Alcaeus, Flaccus quoque, Catullus et Serenus, Christum lyra personat et in decacordo psalterio ab inferis excitat resurgentem.","Poetry"
"Jerome Saint","Epistulae","Late Antique","","Dauid, Simonides noster, Pindarus et Alcaeus, Flaccus quoque, Catullus et Serenus, Christum lyra personat I et in...","Poetry"
"Servius Honoratus","In Virgilii Georgicon Libros Commentarius","Late Antique","","...vacuam: postea, ea relicta, cum Daedalo ad Sardiniam transitum fecit. huic opinioni Pindarus refragatur, qui eum ait de Cea insula in Arcadiam migrasse ibique vitam coluisse:...","Poetry"
"Servius Honoratus","In Virgilii Georgicon Libros Commentarius","Late Antique","","ipse nemus linquens patrium pan ovium custos Pindarus Pana (Mercurii) et Penelopae filium dicit: unde multi 'patrium' pro 'paternum' accipiunt eo, quod Pan non Arcas sit, sed Ithacesius, ut a patre, non a patria vox haec videatur detorta, quia (Mercurius) in Arcadia genitus.","Poetry"
"Servius Honoratus","In Virgilii Georgicon Libros Commentarius","Late Antique","","...ait  'χαῖρε νύμφα, χαῖρε τίμιε γαμβρὲ πολλά' ἀντὶ τοῦ 'νυμφίε'. sic et Pindarus ἐν τοῖς παιᾶσιν.","Poetry"
"Macrobius","Saturnalia, Book 5","Late Antique","","In principio Pindarus veritati obsecutus dixit, quod res erat quodque illic oculis deprehenditur, interdiu fumar Aetnam, noctu flammigare.","Poetry"
"Macrobius","Saturnalia","Late Antique","","In principio Pindarus veritati obsecutus dixit, quod res erat quodque illic oculis deprehenditur, interdiu fumar Aetnam, noctu flammigare.","Poetry"
"Macrobius","Saturnalia, Book 5","Late Antique","","Quod autem scopulos eructari et erigi eosdemque ipsos statim liquefieri et gemere atque glomerari sub auras dixit, hoc nec a Pindaro scriptum nec umquam fando auditum, et omnium quae monstra dicuntur monstruosissimum est.","Poetry"
"Macrobius","Saturnalia","Late Antique","","Quod autem scopulos eructari et erigi eosdemque ipsos statim liquefieri et gemere atque glomerari sub auras dixit, hoc nec a Pindaro scriptum nec umquam fando auditum, et omnium quae monstra dicuntur monstruosissimum est.","Poetry"
"Macrobius","Saturnalia, Book 5","Late Antique","","Videamus utrum attigerit et Pindarum, quem Flaccus imitationi inaccessum fatetur: et minuta quidem atque rorantia quae inde subtraxit relinquo, unum vero locum, quem temptavit ex integro paene transcribere, volo communicare vobiscum, quia dignus est ut eum velimus altius intueri.","Poetry"
"Macrobius","Saturnalia","Late Antique","","Videamus utrum attigerit et Pindarum, quem Flaccus imitationi inaccessum fatetur: et minuta quidem atque rorantia quae inde subtraxit relinquo, unum vero locum, quem temptavit ex integro paene transcribere, volo communicare vobiscum, quia dignus est ut eum velimus altius intueri.","Poetry"
"Macrobius","Saturnalia, Book 5","Late Antique","","Cum Pindari carmen quod de natura atque flagrantia montis Aetnae conpositum est aemulari vellet, eiusmodi sententias et verba molitus est, ut Pindaro quoque ipso, qui nimis opima et pingui facundia existimatus est, insolentior hoc quidem in loco tumidiorque sit. Atque uti vosmet ipsos eius quod dico arbitros faciam, carmen Pindari quod est super monte Aetna, quantulum mihi est memoriae, dicam:","Poetry"
"Macrobius","Saturnalia","Late Antique","","Cum Pindari carmen quod de natura atque flagrantia montis Aetnae conpositum est aemulari vellet, eiusmodi sententias et verba molitus est, ut Pindaro quoque ipso, qui nimis opima et pingui facundia existimatus est, insolentior hoc quidem in loco tumidiorque sit. Atque uti vosmet ipsos eius quod dico arbitros faciam, carmen Pindari quod est super monte Aetna, quantulum mihi est memoriae, dicam:","Poetry"
"Ennodius","Carmina","Late Antique","","Horum Pindareus flumina uicit auus,","Poetry"
"Magnus Felix Ennodius","Carmina","Late Antique","","...teneros decoquat in studiis. Seruentur leges: ceu census littera currat. Horum Pindareus flumina uicit auus, Docta Camenali cecinit qui carmina plectro, Cuius Apollinei...","Poetry"
"Aristotle","Economics Book 3","Medieval","","...per virtutem bonum. in quibus qui vicerit maximum meritum a diis consequitur, ut Pindarus ait “dulce enim sibi cor et spes mortalium multiplicem voluntatem gubernat”, secundum...","Poetry"
"Anonymus","Carmina Cenomanensia","Unknown","","Non etenim Flaccus rutilat nec Pindarus ardet,","Poetry"
